column_name,proper_column_name,description,source_question,responses,dependent_variable,model_type,prefix_group,notes,flag_threshold_positive,flag_threshold_negative,score_high_means,is_subgroup_only,complementary_field,aggregation_guidance
hs_family_medical_leave_oppose,Family Medical Leave Oppose,"Family Medical Leave: Respondents who said 'strongly opposed','somewhat opposed' vs. those who said 'strongly support','somewhat support','neutral/unsure'",Do you support or oppose paid family and medical leave for all US workers?,"Strongly Support, Somewhat Support, Somewhat Oppose, Strongly Oppose, Unsure","Respondents who said 'strongly opposed','somewhat opposed' vs. those who said 'strongly support','somewhat support','neutral/unsure'",score (0–100),hs_,Positive_FLAG: 20%,20%,,higher score = more likely to hold the opposing/negative position,no,hs_family_medical_leave_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_felon_voting_support,Felon Voting Support,"Felons Voting: Respondents who said 'allowed' vs. those who said 'not allowed', 'unsure'","Right now, some people who have been convicted of a felony and have served their sentence are not allowed to vote. Do you think that a felon who has paid their debt to society should be allowed the opportunity to vote, or do you think felons forfeited their right to vote?","Should be Allowed to Vote, Should Not Allowed to Vote, Unsure","Respondents who said 'allowed' vs. those who said 'not allowed', 'unsure'",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,hs_felon_voting_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_felon_voting_oppose,Felon Voting Oppose,"Felons Voting: Respondents who said 'not allowed' vs. those who said 'allowed', 'unsure'","Right now, some people who have been convicted of a felony and have served their sentence are not allowed to vote. Do you think that a felon who has paid their debt to society should be allowed the opportunity to vote, or do you think felons forfeited their right to vote?","Should be Allowed to Vote, Should Not Allowed to Vote, Unsure","Respondents who said 'not allowed' vs. those who said 'allowed', 'unsure'",score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the opposing/negative position,no,hs_felon_voting_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_candidate_female_prefer,Candidate Female Prefer,"Female Candidates: Respondents who said 'prefer' vs. those who said 'do not favor', 'do not consider'","Thinking of candidates for political office, with all other factors being equal, do you prefer to support a woman over an equally-qualified man?","Favor Women, Do Not Favor Women, Don’t Consider Gender","Respondents who said 'prefer' vs. those who said 'do not favor', 'do not consider'",score (0–100),hs_,Postive_FLAG: 10%,10%,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_candidate_female_do_not_prefer,Candidate Female Do Not Prefer,Female Candidates: Inverse of the score above,"Thinking of candidates for political office, with all other factors being equal, do you prefer to support a woman over an equally-qualified man?","Favor Women, Do Not Favor Women, Don’t Consider Gender",Inverse of the score above,score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_min_wage_15_increase_support,Min Wage 15 Increase Support,Fifteen Dollar Minimum Wage: Respondents who answered ‘support’ vs those who answered ‘oppose’ or ‘unsure’,Do you support proposals to make the national minimum wage $15 per hour?,"Support, Oppose or Unsure",Respondents who answered ‘support’ vs those who answered ‘oppose’ or ‘unsure’,score (0–100),hs_,Postive_FLAG: 30%,30%,,higher score = more likely to hold the stated/positive position,no,hs_min_wage_15_increase_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_min_wage_15_increase_oppose,Min Wage 15 Increase Oppose,Fifteen Dollar Minimum Wage: Respondents who answered ‘oppose’ vs those who answered ‘support’ or ‘unsure’,Do you support proposals to make the national minimum wage $15 per hour?,"Support, Oppose or Unsure",Respondents who answered ‘oppose’ vs those who answered ‘support’ or ‘unsure’,score (0–100),hs_,Negative_FLAG: 15%,,15%,higher score = more likely to hold the opposing/negative position,no,hs_min_wage_15_increase_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_gas_tax_support,Gas Tax Support,"Gas Tax: Respondents who said 'strongly support','somewhat support' vs. those who said 'strongly opposed', 'somewhat opposed'","In general, would you support or oppose increased taxes on gas to fund road repairs?","Strongly Support Increased Gas Tax, Somewhat Support Increased Gas Tax, Neutral/Unsure, Somewhat Oppose Increased Gas Tax, Strongly Oppose Increased Gas Tax","Respondents who said 'strongly support','somewhat support' vs. those who said 'strongly opposed', 'somewhat opposed'",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,hs_gas_tax_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_gas_tax_oppose,Gas Tax Oppose,"Gas Tax: Respondents who said 'strongly opposed', 'somewhat opposed' vs. those who said 'strongly support', 'somewhat support','neutral/unsure'","In general, would you support or oppose increased taxes on gas to fund road repairs?","Strongly Support Increased Gas Tax, Somewhat Support Increased Gas Tax, Neutral/Unsure, Somewhat Oppose Increased Gas Tax, Strongly Oppose Increased Gas Tax","Respondents who said 'strongly opposed', 'somewhat opposed' vs. those who said 'strongly support', 'somewhat support','neutral/unsure'",score (0–100),hs_,Negative_FLAG: 25%,,25%,higher score = more likely to hold the opposing/negative position,no,hs_gas_tax_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_general_anti_vax_pro_vax,General Anti Vax Pro Vax,"General Vaccines: Respondents who answered ‘required’ vs those who answered 'family choice','discouraged','unsure','encouraged'","Separate from Covid-19, how do you feel about mandating childhood vaccinations such as Measles, Mumps and Rubella for all children who have fully functional immune systems? Do you believe: 1. childhood vaccinations should be required, 2. vaccinations should be heavily encouraged, but not required, 3. families should make their own choices, or 4. vaccinations should be discouraged?","Required, Encouraged, Family Choice, Discouraged, Unsure","Respondents who answered ‘required’ vs those who answered 'family choice','discouraged','unsure','encouraged'",score (0–100),hs_,Postive_FLAG: 30%,30%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_gentrification_oppose,Gentrification Oppose,Gentrification: Respondents who said 'mostly harmful' vs. those who said 'mostly positive' or 'unsure',"What is your opinion on gentrification, the process where cities and neighborhoods change as wealthier people move into poorer neighborhoods?","Mostly Positive, Mostly Harmful, Unsure",Respondents who said 'mostly harmful' vs. those who said 'mostly positive' or 'unsure',score (0–100),hs_,FLAG: 20%,,,higher score = more likely to hold the opposing/negative position,no,hs_gentrification_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
